codigo_dane,departamento,municipio,festival,descripcion,fecha_inicio,fecha_fin,status,fuente
19743,Cauca,Silvia,Fiestas de Silvia,,,,pendiente,Generado automáticamente
19760,Cauca,Sotara,Fiestas de Sotara,,,,pendiente,Generado automáticamente
19780,Cauca,Suárez,Fiestas de Suárez,,,,pendiente,Generado automáticamente
19785,Cauca,Sucre,Fiestas de Sucre,,,,pendiente,Generado automáticamente
19807,Cauca,Timbío,Fiestas de Timbío,,,,pendiente,Generado automáticamente
19809,Cauca,Timbiquí,Fiestas de Timbiquí,,,,pendiente,Generado automáticamente
19821,Cauca,Toribio,Fiestas de Toribio,,,,pendiente,Generado automáticamente
19824,Cauca,Totoró,Fiestas de Totoró,,,,pendiente,Generado automáticamente
19845,Cauca,Villa Rica,Fiestas de Villa Rica,,,,pendiente,Generado automáticamente
20011,Cesar,Aguachica,Fiestas de Aguachica,,,,pendiente,Generado automáticamente
20013,Cesar,Agustín Codazzi,Fiestas de Agustín Codazzi,,,,pendiente,Generado automáticamente
20032,Cesar,Astrea,Fiestas de Astrea,,,,pendiente,Generado automáticamente
20045,Cesar,Becerril,Fiestas de Becerril,,,,pendiente,Generado automáticamente
20060,Cesar,Bosconia,Fiestas de Bosconia,,,,pendiente,Generado automáticamente
20178,Cesar,Chiriguaná,Fiestas de Chiriguaná,,,,pendiente,Generado automáticamente
20228,Cesar,Curumaní,Fiestas de Curumaní,,,,pendiente,Generado automáticamente
20238,Cesar,El Copey,Fiestas de El Copey,,,,pendiente,Generado automáticamente
20250,Cesar,El Paso,Fiestas de El Paso,,,,pendiente,Generado automáticamente
20295,Cesar,Gamarra,Fiestas de Gamarra,,,,pendiente,Generado automáticamente
20310,Cesar,González,Fiestas de González,,,,pendiente,Generado automáticamente
20383,Cesar,La Gloria,Fiestas de La Gloria,,,,pendiente,Generado automáticamente
20400,Cesar,La Jagua de Ibirico,Fiestas de La Jagua de Ibirico,,,,pendiente,Generado automáticamente
20443,Cesar,Manaure,Fiestas de Manaure,,,,pendiente,Generado automáticamente
20517,Cesar,Pailitas,Fiestas de Pailitas,,,,pendiente,Generado automáticamente
20550,Cesar,Pelaya,Fiestas de Pelaya,,,,pendiente,Generado automáticamente
20570,Cesar,Pueblo Bello,Fiestas de Pueblo Bello,,,,pendiente,Generado automáticamente
20614,Cesar,Río de Oro,Fiestas de Río de Oro,,,,pendiente,Generado automáticamente
20621,Cesar,La Paz,Fiestas de La Paz,,,,pendiente,Generado automáticamente
20710,Cesar,San Alberto,Fiestas de San Alberto,,,,pendiente,Generado automáticamente
20750,Cesar,San Diego,Fiestas de San Diego,,,,pendiente,Generado automáticamente
20787,Cesar,Tamalameque,Fiestas de Tamalameque,,,,pendiente,Generado automáticamente
23068,Córdoba,Ayapel,Fiestas de Ayapel,,,,pendiente,Generado automáticamente
23079,Córdoba,Buenavista,Fiestas de Buenavista,,,,pendiente,Generado automáticamente
23090,Córdoba,Canalete,Fiestas de Canalete,,,,pendiente,Generado automáticamente
23162,Córdoba,Cereté,Fiestas de Cereté,,,,pendiente,Generado automáticamente
23168,Córdoba,Chimá,Fiestas de Chimá,,,,pendiente,Generado automáticamente
23182,Córdoba,Chinú,Fiestas de Chinú,,,,pendiente,Generado automáticamente
23189,Córdoba,Ciénaga de Oro,Fiestas de Ciénaga de Oro,,,,pendiente,Generado automáticamente
23300,Córdoba,Cotorra,Fiestas de Cotorra,,,,pendiente,Generado automáticamente
23350,Córdoba,La Apartada,Fiestas de La Apartada,,,,pendiente,Generado automáticamente
23417,Córdoba,Lorica,Fiestas de Lorica,,,,pendiente,Generado automáticamente
23419,Córdoba,Los Córdobas,Fiestas de Los Córdobas,,,,pendiente,Generado automáticamente
23464,Córdoba,Momil,Fiestas de Momil,,,,pendiente,Generado automáticamente
23466,Córdoba,Montelíbano,Fiestas de Montelíbano,,,,pendiente,Generado automáticamente
23555,Córdoba,Planeta Rica,Fiestas de Planeta Rica,,,,pendiente,Generado automáticamente
23570,Córdoba,Pueblo Nuevo,Fiestas de Pueblo Nuevo,,,,pendiente,Generado automáticamente
23574,Córdoba,Puerto Escondido,Fiestas de Puerto Escondido,,,,pendiente,Generado automáticamente
23580,Córdoba,Puerto Libertador,Fiestas de Puerto Libertador,,,,pendiente,Generado automáticamente
23586,Córdoba,Purísima,Fiestas de Purísima,,,,pendiente,Generado automáticamente
23660,Córdoba,Sahagún,Fiestas de Sahagún,,,,pendiente,Generado automáticamente
23670,Córdoba,San Andrés Sotavento,Fiestas de San Andrés Sotavento,,,,pendiente,Generado automáticamente
23672,Córdoba,San Antero,Fiestas de San Antero,,,,pendiente,Generado automáticamente
23675,Córdoba,San Bernardo del Viento,Fiestas de San Bernardo del Viento,,,,pendiente,Generado automáticamente
23678,Córdoba,San Carlos,Fiestas de San Carlos,,,,pendiente,Generado automáticamente
23686,Córdoba,San Pelayo,Fiestas de San Pelayo,,,,pendiente,Generado automáticamente
23807,Córdoba,Tierralta,Fiestas de Tierralta,,,,pendiente,Generado automáticamente
23855,Córdoba,Valencia,Fiestas de Valencia,,,,pendiente,Generado automáticamente
25001,Cundinamarca,Agua de Dios,Fiestas de Agua de Dios,,,,pendiente,Generado automáticamente
25019,Cundinamarca,Albán,Fiestas de Albán,,,,pendiente,Generado automáticamente
25035,Cundinamarca,Anapoima,Fiestas de Anapoima,,,,pendiente,Generado automáticamente
25053,Cundinamarca,Arbeláez,Fiestas de Arbeláez,,,,pendiente,Generado automáticamente
25086,Cundinamarca,Beltrán,Fiestas de Beltrán,,,,pendiente,Generado automáticamente
25095,Cundinamarca,Bituima,Fiestas de Bituima,,,,pendiente,Generado automáticamente
25099,Cundinamarca,Bojacá,Fiestas de Bojacá,,,,pendiente,Generado automáticamente
25120,Cundinamarca,Cabrera,Fiestas de Cabrera,,,,pendiente,Generado automáticamente
25123,Cundinamarca,Cachipay,Fiestas de Cachipay,,,,pendiente,Generado automáticamente
25126,Cundinamarca,Cajicá,Fiestas de Cajicá,,,,pendiente,Generado automáticamente
25148,Cundinamarca,Caparrapí,Fiestas de Caparrapí,,,,pendiente,Generado automáticamente
25151,Cundinamarca,Caqueza,Fiestas de Caqueza,,,,pendiente,Generado automáticamente
25154,Cundinamarca,Carmen de Carupa,Fiestas de Carmen de Carupa,,,,pendiente,Generado automáticamente
25168,Cundinamarca,Chaguaní,Fiestas de Chaguaní,,,,pendiente,Generado automáticamente
25175,Cundinamarca,Chía,Fiestas de Chía,,,,pendiente,Generado automáticamente
25178,Cundinamarca,Chipaque,Fiestas de Chipaque,,,,pendiente,Generado automáticamente
25181,Cundinamarca,Choachí,Fiestas de Choachí,,,,pendiente,Generado automáticamente
25183,Cundinamarca,Chocontá,Fiestas de Chocontá,,,,pendiente,Generado automáticamente
25200,Cundinamarca,Cogua,Fiestas de Cogua,,,,pendiente,Generado automáticamente
25224,Cundinamarca,Cucunubá,Fiestas de Cucunubá,,,,pendiente,Generado automáticamente
25245,Cundinamarca,El Colegio,Fiestas de El Colegio,,,,pendiente,Generado automáticamente
25258,Cundinamarca,El Peñón,Fiestas de El Peñón,,,,pendiente,Generado automáticamente
25260,Cundinamarca,El Rosal,Fiestas de El Rosal,,,,pendiente,Generado automáticamente
25269,Cundinamarca,Facatativá,Fiestas de Facatativá,,,,pendiente,Generado automáticamente
25279,Cundinamarca,Fomeque,Fiestas de Fomeque,,,,pendiente,Generado automáticamente
25281,Cundinamarca,Fosca,Fiestas de Fosca,,,,pendiente,Generado automáticamente
25286,Cundinamarca,Funza,Fiestas de Funza,,,,pendiente,Generado automáticamente
25288,Cundinamarca,Fúquene,Fiestas de Fúquene,,,,pendiente,Generado automáticamente
25290,Cundinamarca,Fusagasugá,Fiestas de Fusagasugá,,,,pendiente,Generado automáticamente
25293,Cundinamarca,Gachala,Fiestas de Gachala,,,,pendiente,Generado automáticamente
25295,Cundinamarca,Gachancipá,Fiestas de Gachancipá,,,,pendiente,Generado automáticamente
25297,Cundinamarca,Gachetá,Fiestas de Gachetá,,,,pendiente,Generado automáticamente
25299,Cundinamarca,Gama,Fiestas de Gama,,,,pendiente,Generado automáticamente
25312,Cundinamarca,Granada,Fiestas de Granada,,,,pendiente,Generado automáticamente
25320,Cundinamarca,Guaduas,Fiestas de Guaduas,,,,pendiente,Generado automáticamente
25322,Cundinamarca,Guasca,Fiestas de Guasca,,,,pendiente,Generado automáticamente
25324,Cundinamarca,Guataquí,Fiestas de Guataquí,,,,pendiente,Generado automáticamente
25326,Cundinamarca,Guatavita,Fiestas de Guatavita,,,,pendiente,Generado automáticamente
25328,Cundinamarca,Guayabal de Siquima,Fiestas de Guayabal de Siquima,,,,pendiente,Generado automáticamente
25335,Cundinamarca,Guayabetal,Fiestas de Guayabetal,,,,pendiente,Generado automáticamente
25339,Cundinamarca,Gutiérrez,Fiestas de Gutiérrez,,,,pendiente,Generado automáticamente
25368,Cundinamarca,Jerusalén,Fiestas de Jerusalén,,,,pendiente,Generado automáticamente
25372,Cundinamarca,Junín,Fiestas de Junín,,,,pendiente,Generado automáticamente
25377,Cundinamarca,La Calera,Fiestas de La Calera,,,,pendiente,Generado automáticamente
20001,Cesar,Valledupar,Fiestas de Valledupar,,,,pendiente,Generado automáticamente
25386,Cundinamarca,La Mesa,Fiestas de La Mesa,,,,pendiente,Generado automáticamente
25394,Cundinamarca,La Palma,Fiestas de La Palma,,,,pendiente,Generado automáticamente
25398,Cundinamarca,La Peña,Fiestas de La Peña,,,,pendiente,Generado automáticamente
25402,Cundinamarca,La Vega,Fiestas de La Vega,,,,pendiente,Generado automáticamente
25407,Cundinamarca,Lenguazaque,Fiestas de Lenguazaque,,,,pendiente,Generado automáticamente
25426,Cundinamarca,Macheta,Fiestas de Macheta,,,,pendiente,Generado automáticamente
25430,Cundinamarca,Madrid,Fiestas de Madrid,,,,pendiente,Generado automáticamente
25436,Cundinamarca,Manta,Fiestas de Manta,,,,pendiente,Generado automáticamente
97889,Vaupés,Yavaraté,Fiestas de Yavaraté,,,,pendiente,Generado automáticamente
99524,Vichada,La Primavera,Fiestas de La Primavera,,,,pendiente,Generado automáticamente
99624,Vichada,Santa Rosalía,Fiestas de Santa Rosalía,,,,pendiente,Generado automáticamente
99773,Vichada,Cumaribo,Fiestas de Cumaribo,,,,pendiente,Generado automáticamente
00000,NACIONAL,NACIONAL,Fiestas de NACIONAL,,,,pendiente,Generado automáticamente
81001,Arauca,Arauca,Fiestas de Arauca,,,,pendiente,Generado automáticamente
08001,Atlántico,Barranquilla,Fiestas de Barranquilla,,,,pendiente,Generado automáticamente
15001,Boyacá,Tunja,Fiestas de Tunja,,,,pendiente,Generado automáticamente
18001,Caquetá,Florencia,Fiestas de Florencia,,,,pendiente,Generado automáticamente
85001,Casanare,Yopal,Fiestas de Yopal,,,,pendiente,Generado automáticamente
19001,Cauca,Popayán,Fiestas de Popayán,,,,pendiente,Generado automáticamente
23001,Córdoba,Montería,Fiestas de Montería,,,,pendiente,Generado automáticamente
25307,Cundinamarca,Bogotá,Fiestas de Bogotá,,,,pendiente,Generado automáticamente
94001,Guainía,Inirida,Fiestas de Inirida,,,,pendiente,Generado automáticamente
95001,Guaviare,San Jose del Guaviare,Fiestas de San Jose del Guaviare,,,,pendiente,Generado automáticamente
41001,Huila,Neiva,Fiestas de Neiva,,,,pendiente,Generado automáticamente
47001,Magdalena,Santa Marta,Fiestas de Santa Marta,,,,pendiente,Generado automáticamente
50001,Meta,Villavicencio,Fiestas de Villavicencio,,,,pendiente,Generado automáticamente
52001,Nariño,Pasto,Fiestas de Pasto,,,,pendiente,Generado automáticamente
86001,Putumayo,Mocoa,Fiestas de Mocoa,,,,pendiente,Generado automáticamente
63001,Quindío,Armenia,Fiestas de Armenia,,,,pendiente,Generado automáticamente
88001,San Andrés y Providencia,San Andrés,Fiestas de San Andrés,,,,pendiente,Generado automáticamente
68001,Santander,Bucaramanga,Fiestas de Bucaramanga,,,,pendiente,Generado automáticamente
73001,Tolima,Ibagué,Fiestas de Ibagué,,,,pendiente,Generado automáticamente
76001,Valle del Cauca,Cali,Fiestas de Cali,,,,pendiente,Generado automáticamente
97001,Vaupés,Mitú,Fiestas de Mitú,,,,pendiente,Generado automáticamente
99001,Vichada,Puerto Carreno,Fiestas de Puerto Carreno,,,,pendiente,Generado automáticamente
25473,Cundinamarca,Mosquera,Fiestas de Mosquera,,,,pendiente,Generado automáticamente
25483,Cundinamarca,Nariño,Fiestas de Nariño,,,,pendiente,Generado automáticamente
25486,Cundinamarca,Nemocón,Fiestas de Nemocón,,,,pendiente,Generado automáticamente
25488,Cundinamarca,Nilo,Fiestas de Nilo,,,,pendiente,Generado automáticamente
25489,Cundinamarca,Nimaima,Fiestas de Nimaima,,,,pendiente,Generado automáticamente
25491,Cundinamarca,Nocaima,Fiestas de Nocaima,,,,pendiente,Generado automáticamente
25506,Cundinamarca,Venecia,Fiestas de Venecia,,,,pendiente,Generado automáticamente
25513,Cundinamarca,Pacho,Fiestas de Pacho,,,,pendiente,Generado automáticamente
25524,Cundinamarca,Pandi,Fiestas de Pandi,,,,pendiente,Generado automáticamente
25530,Cundinamarca,Paratebueno,Fiestas de Paratebueno,,,,pendiente,Generado automáticamente
25535,Cundinamarca,Pasca,Fiestas de Pasca,,,,pendiente,Generado automáticamente
25572,Cundinamarca,Puerto Salgar,Fiestas de Puerto Salgar,,,,pendiente,Generado automáticamente
25580,Cundinamarca,Pulí,Fiestas de Pulí,,,,pendiente,Generado automáticamente
25592,Cundinamarca,Quebradanegra,Fiestas de Quebradanegra,,,,pendiente,Generado automáticamente
25594,Cundinamarca,Quetame,Fiestas de Quetame,,,,pendiente,Generado automáticamente
25596,Cundinamarca,Quipile,Fiestas de Quipile,,,,pendiente,Generado automáticamente
25599,Cundinamarca,Apulo,Fiestas de Apulo,,,,pendiente,Generado automáticamente
25612,Cundinamarca,Ricaurte,Fiestas de Ricaurte,,,,pendiente,Generado automáticamente
25645,Cundinamarca,San Antonio del Tequendama,Fiestas de San Antonio del Tequendama,,,,pendiente,Generado automáticamente
25649,Cundinamarca,San Bernardo,Fiestas de San Bernardo,,,,pendiente,Generado automáticamente
25653,Cundinamarca,San Cayetano,Fiestas de San Cayetano,,,,pendiente,Generado automáticamente
25658,Cundinamarca,San Francisco,Fiestas de San Francisco,,,,pendiente,Generado automáticamente
25718,Cundinamarca,Sasaima,Fiestas de Sasaima,,,,pendiente,Generado automáticamente
25736,Cundinamarca,Sesquilé,Fiestas de Sesquilé,,,,pendiente,Generado automáticamente
25740,Cundinamarca,Sibaté,Fiestas de Sibaté,,,,pendiente,Generado automáticamente
25743,Cundinamarca,Silvania,Fiestas de Silvania,,,,pendiente,Generado automáticamente
25745,Cundinamarca,Simijaca,Fiestas de Simijaca,,,,pendiente,Generado automáticamente
25754,Cundinamarca,Soacha,Fiestas de Soacha,,,,pendiente,Generado automáticamente
25758,Cundinamarca,Sopó,Fiestas de Sopó,,,,pendiente,Generado automáticamente
25769,Cundinamarca,Subachoque,Fiestas de Subachoque,,,,pendiente,Generado automáticamente
25772,Cundinamarca,Suesca,Fiestas de Suesca,,,,pendiente,Generado automáticamente
25777,Cundinamarca,Supatá,Fiestas de Supatá,,,,pendiente,Generado automáticamente
25779,Cundinamarca,Susa,Fiestas de Susa,,,,pendiente,Generado automáticamente
25781,Cundinamarca,Sutatausa,Fiestas de Sutatausa,,,,pendiente,Generado automáticamente
25785,Cundinamarca,Tabio,Fiestas de Tabio,,,,pendiente,Generado automáticamente
25793,Cundinamarca,Tausa,Fiestas de Tausa,,,,pendiente,Generado automáticamente
25797,Cundinamarca,Tena,Fiestas de Tena,,,,pendiente,Generado automáticamente
25799,Cundinamarca,Tenjo,Fiestas de Tenjo,,,,pendiente,Generado automáticamente
25805,Cundinamarca,Tibacuy,Fiestas de Tibacuy,,,,pendiente,Generado automáticamente
25807,Cundinamarca,Tibirita,Fiestas de Tibirita,,,,pendiente,Generado automáticamente
25815,Cundinamarca,Tocaima,Fiestas de Tocaima,,,,pendiente,Generado automáticamente
25817,Cundinamarca,Tocancipá,Fiestas de Tocancipá,,,,pendiente,Generado automáticamente
25823,Cundinamarca,Topaipí,Fiestas de Topaipí,,,,pendiente,Generado automáticamente
25839,Cundinamarca,Ubalá,Fiestas de Ubalá,,,,pendiente,Generado automáticamente
25843,Cundinamarca,Villa de San Diego de Ubate,Fiestas de Villa de San Diego de Ubate,,,,pendiente,Generado automáticamente
25845,Cundinamarca,Une,Fiestas de Une,,,,pendiente,Generado automáticamente
25851,Cundinamarca,Útica,Fiestas de Útica,,,,pendiente,Generado automáticamente
25862,Cundinamarca,Vergara,Fiestas de Vergara,,,,pendiente,Generado automáticamente
25867,Cundinamarca,Vianí,Fiestas de Vianí,,,,pendiente,Generado automáticamente
25871,Cundinamarca,Villagómez,Fiestas de Villagómez,,,,pendiente,Generado automáticamente
25873,Cundinamarca,Villapinzón,Fiestas de Villapinzón,,,,pendiente,Generado automáticamente
25875,Cundinamarca,Villeta,Fiestas de Villeta,,,,pendiente,Generado automáticamente
25878,Cundinamarca,Viotá,Fiestas de Viotá,,,,pendiente,Generado automáticamente
25885,Cundinamarca,Yacopí,Fiestas de Yacopí,,,,pendiente,Generado automáticamente
25898,Cundinamarca,Zipacón,Fiestas de Zipacón,,,,pendiente,Generado automáticamente
25899,Cundinamarca,Zipaquirá,Fiestas de Zipaquirá,,,,pendiente,Generado automáticamente
27006,Chocó,Acandí,Fiestas de Acandí,,,,pendiente,Generado automáticamente
27025,Chocó,Alto Baudo,Fiestas de Alto Baudo,,,,pendiente,Generado automáticamente
27050,Chocó,Atrato,Fiestas de Atrato,,,,pendiente,Generado automáticamente
27073,Chocó,Bagadó,Fiestas de Bagadó,,,,pendiente,Generado automáticamente
27077,Chocó,Bajo Baudó,Fiestas de Bajo Baudó,,,,pendiente,Generado automáticamente
27086,Chocó,Belén de Bajirá1,Fiestas de Belén de Bajirá1,,,,pendiente,Generado automáticamente
27099,Chocó,Bojaya,Fiestas de Bojaya,,,,pendiente,Generado automáticamente
27135,Chocó,El Cantón del San Pablo,Fiestas de El Cantón del San Pablo,,,,pendiente,Generado automáticamente
27150,Chocó,Carmen del Darien,Fiestas de Carmen del Darien,,,,pendiente,Generado automáticamente
27160,Chocó,Cértegui,Fiestas de Cértegui,,,,pendiente,Generado automáticamente
27205,Chocó,Condoto,Fiestas de Condoto,,,,pendiente,Generado automáticamente
27245,Chocó,El Carmen de Atrato,Fiestas de El Carmen de Atrato,,,,pendiente,Generado automáticamente
27250,Chocó,El Litoral del San Juan,Fiestas de El Litoral del San Juan,,,,pendiente,Generado automáticamente
27361,Chocó,Istmina,Fiestas de Istmina,,,,pendiente,Generado automáticamente
27372,Chocó,Juradó,Fiestas de Juradó,,,,pendiente,Generado automáticamente
27413,Chocó,Lloró,Fiestas de Lloró,,,,pendiente,Generado automáticamente
27425,Chocó,Medio Atrato,Fiestas de Medio Atrato,,,,pendiente,Generado automáticamente
27430,Chocó,Medio Baudó,Fiestas de Medio Baudó,,,,pendiente,Generado automáticamente
27450,Chocó,Medio San Juan,Fiestas de Medio San Juan,,,,pendiente,Generado automáticamente
27491,Chocó,Nóvita,Fiestas de Nóvita,,,,pendiente,Generado automáticamente
27495,Chocó,Nuquí,Fiestas de Nuquí,,,,pendiente,Generado automáticamente
27600,Chocó,Río Quito,Fiestas de Río Quito,,,,pendiente,Generado automáticamente
27615,Chocó,Riosucio,Fiestas de Riosucio,,,,pendiente,Generado automáticamente
27660,Chocó,San José del Palmar,Fiestas de San José del Palmar,,,,pendiente,Generado automáticamente
27745,Chocó,Sipí,Fiestas de Sipí,,,,pendiente,Generado automáticamente
27787,Chocó,Tadó,Fiestas de Tadó,,,,pendiente,Generado automáticamente
27800,Chocó,Unguía,Fiestas de Unguía,,,,pendiente,Generado automáticamente
27810,Chocó,Unión Panamericana,Fiestas de Unión Panamericana,,,,pendiente,Generado automáticamente
41006,Huila,Acevedo,Fiestas de Acevedo,,,,pendiente,Generado automáticamente
41013,Huila,Agrado,Fiestas de Agrado,,,,pendiente,Generado automáticamente
41016,Huila,Aipe,Fiestas de Aipe,,,,pendiente,Generado automáticamente
41020,Huila,Algeciras,Fiestas de Algeciras,,,,pendiente,Generado automáticamente
41026,Huila,Altamira,Fiestas de Altamira,,,,pendiente,Generado automáticamente
41078,Huila,Baraya,Fiestas de Baraya,,,,pendiente,Generado automáticamente
41206,Huila,Colombia,Fiestas de Colombia,,,,pendiente,Generado automáticamente
41244,Huila,Elías,Fiestas de Elías,,,,pendiente,Generado automáticamente
41298,Huila,Garzón,Fiestas de Garzón,,,,pendiente,Generado automáticamente
41306,Huila,Gigante,Fiestas de Gigante,,,,pendiente,Generado automáticamente
41319,Huila,Guadalupe,Fiestas de Guadalupe,,,,pendiente,Generado automáticamente
41349,Huila,Hobo,Fiestas de Hobo,,,,pendiente,Generado automáticamente
41357,Huila,Iquira,Fiestas de Iquira,,,,pendiente,Generado automáticamente
41359,Huila,Isnos,Fiestas de Isnos,,,,pendiente,Generado automáticamente
41378,Huila,La Argentina,Fiestas de La Argentina,,,,pendiente,Generado automáticamente
41396,Huila,La Plata,Fiestas de La Plata,,,,pendiente,Generado automáticamente
41483,Huila,Nátaga,Fiestas de Nátaga,,,,pendiente,Generado automáticamente
41503,Huila,Oporapa,Fiestas de Oporapa,,,,pendiente,Generado automáticamente
41518,Huila,Paicol,Fiestas de Paicol,,,,pendiente,Generado automáticamente
41524,Huila,Palermo,Fiestas de Palermo,,,,pendiente,Generado automáticamente
41530,Huila,Palestina,Fiestas de Palestina,,,,pendiente,Generado automáticamente
41548,Huila,Pital,Fiestas de Pital,,,,pendiente,Generado automáticamente
41615,Huila,Rivera,Fiestas de Rivera,,,,pendiente,Generado automáticamente
41660,Huila,Saladoblanco,Fiestas de Saladoblanco,,,,pendiente,Generado automáticamente
41668,Huila,San Agustín,Fiestas de San Agustín,,,,pendiente,Generado automáticamente
41676,Huila,Santa María,Fiestas de Santa María,,,,pendiente,Generado automáticamente
41770,Huila,Suaza,Fiestas de Suaza,,,,pendiente,Generado automáticamente
41791,Huila,Tarqui,Fiestas de Tarqui,,,,pendiente,Generado automáticamente
27001,Chocó,Quibdó,Fiestas de Quibdó,,,,pendiente,Generado automáticamente
41799,Huila,Tello,Fiestas de Tello,,,,pendiente,Generado automáticamente
41801,Huila,Teruel,Fiestas de Teruel,,,,pendiente,Generado automáticamente
41807,Huila,Timaná,Fiestas de Timaná,,,,pendiente,Generado automáticamente
41872,Huila,Villavieja,Fiestas de Villavieja,,,,pendiente,Generado automáticamente
41885,Huila,Yaguará,Fiestas de Yaguará,,,,pendiente,Generado automáticamente
44035,La Guajira,Albania,Fiestas de Albania,,,,pendiente,Generado automáticamente
44078,La Guajira,Barrancas,Fiestas de Barrancas,,,,pendiente,Generado automáticamente
44090,La Guajira,Dibulla,Fiestas de Dibulla,,,,pendiente,Generado automáticamente
44098,La Guajira,Distracción,Fiestas de Distracción,,,,pendiente,Generado automáticamente
44110,La Guajira,El Molino,Fiestas de El Molino,,,,pendiente,Generado automáticamente
44279,La Guajira,Fonseca,Fiestas de Fonseca,,,,pendiente,Generado automáticamente
44378,La Guajira,Hatonuevo,Fiestas de Hatonuevo,,,,pendiente,Generado automáticamente
44420,La Guajira,La Jagua del Pilar,Fiestas de La Jagua del Pilar,,,,pendiente,Generado automáticamente
44430,La Guajira,Maicao,Fiestas de Maicao,,,,pendiente,Generado automáticamente
44560,La Guajira,Manaure,Fiestas de Manaure,,,,pendiente,Generado automáticamente
44650,La Guajira,San Juan del Cesar,Fiestas de San Juan del Cesar,,,,pendiente,Generado automáticamente
44847,La Guajira,Uribia,Fiestas de Uribia,,,,pendiente,Generado automáticamente
44855,La Guajira,Urumita,Fiestas de Urumita,,,,pendiente,Generado automáticamente
44874,La Guajira,Villanueva,Fiestas de Villanueva,,,,pendiente,Generado automáticamente
47030,Magdalena,Algarrobo,Fiestas de Algarrobo,,,,pendiente,Generado automáticamente
47058,Magdalena,Ariguaní,Fiestas de Ariguaní,,,,pendiente,Generado automáticamente
47161,Magdalena,Cerro San Antonio,Fiestas de Cerro San Antonio,,,,pendiente,Generado automáticamente
47170,Magdalena,Chibolo,Fiestas de Chibolo,,,,pendiente,Generado automáticamente
47189,Magdalena,Ciénaga,Fiestas de Ciénaga,,,,pendiente,Generado automáticamente
47205,Magdalena,Concordia,Fiestas de Concordia,,,,pendiente,Generado automáticamente
47245,Magdalena,El Banco,Fiestas de El Banco,,,,pendiente,Generado automáticamente
47258,Magdalena,El Piñon,Fiestas de El Piñon,,,,pendiente,Generado automáticamente
47268,Magdalena,El Retén,Fiestas de El Retén,,,,pendiente,Generado automáticamente
47288,Magdalena,Fundación,Fiestas de Fundación,,,,pendiente,Generado automáticamente
47318,Magdalena,Guamal,Fiestas de Guamal,,,,pendiente,Generado automáticamente
